strat_id;date;protection;rendement;M1;C1
8;22/04/2011;80;-0.0006438069881;0,4519;0,5481
7;22/04/2011;70;-0.0007922326956;0,5633;0,4367
6;22/04/2011;60;-0.0009341225193;0,6698;0,3302
5;22/04/2011;50;-0.0010740347716;0,7748;0,2252
4;22/04/2011;40;-0.0012134036452;0,8794;0,1206
3;22/04/2011;30;-0.0013531444532;0,9843;0,0157
2;22/04/2011;20;-0.0013602936512;0,9897;0,0103
1;22/04/2011;10;-0.0013607100158;0,9897;0,0103
0;22/04/2011;0;-0.0013640409334;0,9925;0,0075
12;23/04/2011;100;5.55555556e-05;0;1
11;23/04/2011;95;0.0014909591634;0,1842;0,8158
10;23/04/2011;90;0.0025774148812;0,3148;0,6852
9;23/04/2011;85;0.0031955050351;0,3891;0,6109
8;23/04/2011;80;0.0037072830793;0,4506;0,5494
7;23/04/2011;70;0.0046355935842;0,5622;0,4378
6;23/04/2011;60;0.0055226661979;0,6688;0,3312
5;23/04/2011;50;0.0063973373337;0,774;0,226
4;23/04/2011;40;0.0072687032423;0,8787;0,1213
3;23/04/2011;30;0.0081425468074;0,9837;0,0163
2;23/04/2011;20;0.0081921963371;0,9897;0,0103
1;23/04/2011;10;0.0081947962307;0,9897;0,0103
0;23/04/2011;0;0.0082155953794;0,9925;0,0075
12;24/04/2011;100;5.55555556e-05;0;1
11;24/04/2011;95;0.0001284178553;0,1944;0,8056
10;24/04/2011;90;0.000242104797;0,3243;0,6757
9;24/04/2011;85;0.0003061042362;0,3974;0,6026
8;24/04/2011;80;0.000359280572;0,4582;0,5418
7;24/04/2011;70;0.0004561039939;0,5688;0,4312
6;24/04/2011;60;0.0005487991914;0,6748;0,3252
5;24/04/2011;50;0.0006401976958;0,7792;0,2208
4;24/04/2011;40;0.0007311784725;0,8832;0,1168
3;24/04/2011;30;0.0008223120303;0,9873;0,0127
2;24/04/2011;20;0.0008243901433;0,9897;0,0103
1;24/04/2011;10;0.0008246636061;0,9897;0,0103
0;24/04/2011;0;0.0008268513088;0,9925;0,0075
12;25/04/2011;100;0.0001666666667;0;1
11;25/04/2011;95;-0.0008113754329;0,1952;0,8048
10;25/04/2011;90;-0.0012681609027;0,3252;0,6748
9;25/04/2011;85;-0.0015249465044;0,3982;0,6018
8;25/04/2011;80;-0.0017383570999;0,4589;0,5411
7;25/04/2011;70;-0.0021270545462;0,5695;0,4305
6;25/04/2011;60;-0.0024992309667;0,6753;0,3247
5;25/04/2011;50;-0.0028661912009;0,7797;0,2203
4;25/04/2011;40;-0.0032314387138;0,8836;0,1164
3;25/04/2011;30;-0.0035972519371;0,9877;0,0123
2;25/04/2011;20;-0.0036043260303;0,9897;0,0103
1;25/04/2011;10;-0.0036054246492;0,9897;0,0103
0;25/04/2011;0;-0.0036142136003;0,9925;0,0075
12;28/04/2011;100;5.55555556e-05;0;1
11;28/04/2011;95;0.0007516416723;0,1897;0,8103
10;28/04/2011;90;0.0012985629826;0,3205;0,6795
9;28/04/2011;85;0.001606894667;0,3942;0,6058
8;28/04/2011;80;0.0018624911339;0,4554;0,5446
7;28/04/2011;70;0.002326942311;0,5664;0,4336
6;28/04/2011;60;0.0027711223154;0,6727;0,3273
5;28/04/2011;50;0.0032090058101;0,7774;0,2226
4;28/04/2011;40;0.0036449559996;0,8816;0,1184
3;28/04/2011;30;0.004081775368;0,9861;0,0139
2;28/04/2011;20;0.0040968457835;0,9897;0,0103
1;28/04/2011;10;0.0040981525446;0,9897;0,0103
0;28/04/2011;0;0.0041086066336;0,9925;0,0075
12;29/04/2011;100;5.55555556e-05;0;1
11;29/04/2011;95;1.10896649e-05;0,1948;0,8052
10;29/04/2011;90;4.64130179e-05;0,3253;0,6747
9;29/04/2011;85;6.62191178e-05;0,3984;0,6016
8;29/04/2011;80;8.26677084e-05;0,4592;0,5408
7;29/04/2011;70;0.0001126155106;0,5698;0,4302
6;29/04/2011;60;0.0001412836948;0,6756;0,3244
5;29/04/2011;50;0.0001695455118;0,78;0,22
4;29/04/2011;40;0.0001976713631;0,8839;0,1161
3;29/04/2011;30;0.0002258368806;0,9879;0,0121
2;29/04/2011;20;0.0002263256902;0,9897;0,0103
1;29/04/2011;10;0.0002264103104;0,9897;0,0103
0;29/04/2011;0;0.0002270872725;0,9925;0,0075
12;30/04/2011;100;5.55555556e-05;0;1
11;30/04/2011;95;-0.0012106835611;0,1949;0,8051
10;30/04/2011;90;-0.001993673825;0,3254;0,6746
9;30/04/2011;85;-0.0024323935492;0,3986;0,6014
8;30/04/2011;80;-0.0027967120334;0,4593;0,5407
7;30/04/2011;70;-0.003460016511;0,5699;0,4301
6;30/04/2011;60;-0.0040949673856;0,6758;0,3242
5;30/04/2011;50;-0.0047208962264;0,7801;0,2199
4;30/04/2011;40;-0.0053437865867;0,884;0,116
3;30/04/2011;30;-0.0059675253933;0,988;0,012
2;30/04/2011;20;-0.0059777558277;0,9897;0,0103
1;30/04/2011;10;-0.0059796301849;0,9897;0,0103
0;30/04/2011;0;-0.0059946250422;0,9925;0,0075
12;01/05/2011;100;5.55555556e-05;0;1
11;01/05/2011;95;0.0012102700722;0,1867;0,8133
10;01/05/2011;90;0.0020919481785;0,3181;0,6819
9;01/05/2011;85;0.0025892403542;0,3922;0,6078
8;01/05/2011;80;0.0030008006509;0,4536;0,5464
7;01/05/2011;70;0.0037476301489;0,565;0,435
6;01/05/2011;60;0.0044613472359;0,6714;0,3286
5;01/05/2011;50;0.0051648401038;0,7763;0,2237
4;01/05/2011;40;0.0058652784801;0,8807;0,1193
3;01/05/2011;30;0.0065672369267;0,9853;0,0147
2;01/05/2011;20;0.006596417978;0,9897;0,0103
1;01/05/2011;10;0.0065985139946;0,9897;0,0103
0;01/05/2011;0;0.0066152821276;0,9925;0,0075
12;02/05/2011;100;0.0001666666667;0;1
11;02/05/2011;95;0.0012760613147;0,1949;0,8051
10;02/05/2011;90;0.0022171106157;0,3258;0,6742
9;02/05/2011;85;0.0027432780826;0,399;0,601
8;02/05/2011;80;0.0031799960418;0,4597;0,5403
7;02/05/2011;70;0.0039749679778;0,5703;0,4297
6;02/05/2011;60;0.0047358681161;0,6762;0,3238
5;02/05/2011;50;0.005485874615;0,7805;0,2195
4;02/05/2011;40;0.0062321525037;0,8843;0,1157
3;02/05/2011;30;0.0069793544449;0,9882;0,0118
2;02/05/2011;20;0.0069898419826;0,9897;0,0103
1;02/05/2011;10;0.0069920885383;0,9897;0,0103
0;02/05/2011;0;0.0070100609841;0,9925;0,0075
12;05/05/2011;100;5.55555556e-05;0;1
11;05/05/2011;95;0.0011029361012;0,2036;0,7964
10;05/05/2011;90;0.0018359141657;0,3339;0,6661
9;05/05/2011;85;0.0022417630599;0,4061;0,5939
8;05/05/2011;80;0.0025796958912;0,4662;0,5338
7;05/05/2011;70;0.0031969440519;0,576;0,424
6;05/05/2011;60;0.003788713554;0,6812;0,3188
5;05/05/2011;50;0.0043720102451;0,785;0,215
4;05/05/2011;40;0.0049520113982;0,8881;0,1119
3;05/05/2011;30;0.0055209354305;0,9893;0,0107
2;05/05/2011;20;0.0055231946101;0,9897;0,0103
1;05/05/2011;10;0.0055249517497;0,9897;0,0103
0;05/05/2011;0;0.0055390088669;0,9925;0,0075
12;06/05/2011;100;5.55555556e-05;0;1
11;06/05/2011;95;-0.0006715276383;0,2111;0,7889
10;06/05/2011;90;-0.0010582697874;0,3406;0,6594
9;06/05/2011;85;-0.0012709451155;0,4119;0,5881
8;06/05/2011;80;-0.0014486102512;0,4714;0,5286
7;06/05/2011;70;-0.0017741492435;0,5805;0,4195
6;06/05/2011;60;-0.0020867352929;0,6853;0,3147
5;06/05/2011;50;-0.0023948775382;0,7885;0,2115
4;06/05/2011;40;-0.0027011317143;0,8911;0,1089
3;06/05/2011;30;-0.0029940978103;0,9893;0,0107
2;06/05/2011;20;-0.0029952969024;0,9897;0,0103
1;06/05/2011;10;-0.0029962295296;0,9897;0,0103
0;06/05/2011;0;-0.0030036905469;0,9925;0,0075
12;07/05/2011;100;5.55555556e-05;0;1
11;07/05/2011;95;6.41752299e-05;0,2065;0,7935
10;07/05/2011;90;0.0001309505147;0,3368;0,6632
9;07/05/2011;85;0.0001677769938;0,4086;0,5914
8;07/05/2011;80;0.0001984711909;0,4685;0,5315
7;07/05/2011;70;0.0002545986685;0,578;0,422
6;07/05/2011;60;0.000308438067;0,683;0,317
5;07/05/2011;50;0.0003615050171;0,7866;0,2134
4;07/05/2011;40;0.0004142582419;0,8895;0,1105
3;07/05/2011;30;0.0004654212555;0,9893;0,0107
2;07/05/2011;20;0.0004656272027;0,9897;0,0103
1;07/05/2011;10;0.0004657873839;0,9897;0,0103
0;07/05/2011;0;0.0004670688335;0,9925;0,0075
12;08/05/2011;100;5.55555556e-05;0;1
11;08/05/2011;95;0.000505003223;0,2069;0,7931
10;08/05/2011;90;0.0008492841729;0,3372;0,6628
9;08/05/2011;85;0.0010389722717;0,409;0,591
8;08/05/2011;80;0.0011970893352;0,4689;0,5311
7;08/05/2011;70;0.0014862663888;0,5784;0,4216
6;08/05/2011;60;0.0017636721795;0,6834;0,3166
5;08/05/2011;50;0.0020370912095;0,7868;0,2132
4;08/05/2011;40;0.002308877129;0,8897;0,1103
3;08/05/2011;30;0.0025719077692;0,9893;0,0107
2;08/05/2011;20;0.002572969239;0,9897;0,0103
1;08/05/2011;10;0.0025737948266;0,9897;0,0103
0;08/05/2011;0;0.0025803995273;0,9925;0,0075
12;09/05/2011;100;0.0001666666667;0;1
11;09/05/2011;95;-0.0011006846751;0,2104;0,7896
10;09/05/2011;90;-0.0017036464822;0,3403;0,6597
9;09/05/2011;85;-0.0020347360951;0,4117;0,5883
8;09/05/2011;80;-0.0023111311838;0,4713;0,5287
7;09/05/2011;70;-0.0028173571707;0,5805;0,4195
6;09/05/2011;60;-0.0033033190488;0,6852;0,3148
5;09/05/2011;50;-0.0037823143898;0,7885;0,2115
4;09/05/2011;40;-0.0042583382044;0,8911;0,1089
3;09/05/2011;30;-0.0047136169336;0,9893;0,0107
2;09/05/2011;20;-0.0047154805415;0,9897;0,0103
1;09/05/2011;10;-0.0047169300144;0,9897;0,0103
0;09/05/2011;0;-0.0047285257973;0,9925;0,0075
12;12/05/2011;100;5.55555556e-05;0;1
11;12/05/2011;95;-0.0005673551972;0,2029;0,7971
10;12/05/2011;90;-0.0009074081565;0,3341;0,6659
9;12/05/2011;85;-0.0010948831402;0,4065;0,5935
8;12/05/2011;80;-0.0012507908461;0,4666;0,5334
7;12/05/2011;70;-0.0015353831819;0,5764;0,4236
6;12/05/2011;60;-0.0018081183223;0,6817;0,3183
5;12/05/2011;50;-0.0020768739775;0,7854;0,2146
4;12/05/2011;40;-0.0023440452396;0,8885;0,1115
3;12/05/2011;30;-0.0026051379345;0,9893;0,0107
2;12/05/2011;20;-0.0026061790555;0,9897;0,0103
1;12/05/2011;10;-0.0026069888163;0,9897;0,0103
0;12/05/2011;0;-0.0026134669026;0,9925;0,0075
12;13/05/2011;100;5.55555556e-05;0;1
11;13/05/2011;95;0.0011226578253;0,199;0,801
10;13/05/2011;90;0.0018935244877;0,3308;0,6692
9;13/05/2011;85;0.0023196529976;0,4036;0,5964
8;13/05/2011;80;0.0026733943229;0,4641;0,5359
7;13/05/2011;70;0.0033180379327;0,5743;0,4257
6;13/05/2011;60;0.0039353047853;0,6798;0,3202
5;13/05/2011;50;0.0045435040132;0,7837;0,2163
4;13/05/2011;40;0.0051482360141;0,8871;0,1129
3;13/05/2011;30;0.0057461361789;0,9893;0,0107
2;13/05/2011;20;0.0057484868208;0,9897;0,0103
1;13/05/2011;10;0.0057503150979;0,9897;0,0103
0;13/05/2011;0;0.0057649413145;0,9925;0,0075
12;14/05/2011;100;5.55555556e-05;0;1
11;14/05/2011;95;-0.0007685731763;0,2066;0,7934
10;14/05/2011;90;-0.0012296410191;0,3377;0,6623
9;14/05/2011;85;-0.0014826040805;0,4096;0,5904
8;14/05/2011;80;-0.0016932576071;0,4695;0,5305
7;14/05/2011;70;-0.002078355794;0,579;0,421
6;14/05/2011;60;-0.0024476736497;0,684;0,316
5;14/05/2011;50;-0.0028115978638;0,7874;0,2126
4;14/05/2011;40;-0.0031732631199;0,8902;0,1098
3;14/05/2011;30;-0.0035217218472;0,9893;0,0107
2;14/05/2011;20;-0.003523135227;0,9897;0,0103
1;14/05/2011;10;-0.0035242345224;0,9897;0,0103
0;14/05/2011;0;-0.0035330288857;0,9925;0,0075
12;15/05/2011;100;5.55555556e-05;0;1
11;15/05/2011;95;-0.0012591922451;0,2014;0,7986
10;15/05/2011;90;-0.0020558184699;0,3332;0,6668
9;15/05/2011;85;-0.0024945140582;0,4058;0,5942
8;15/05/2011;80;-0.002858931067;0,4661;0,5339
7;15/05/2011;70;-0.0035236096079;0,576;0,424
6;15/05/2011;60;-0.0041603213634;0,6813;0,3187
5;15/05/2011;50;-0.0047876485556;0,7851;0,2149
4;15/05/2011;40;-0.0054112472631;0,8883;0,1117
3;15/05/2011;30;-0.0060217702678;0,9893;0,0107
2;15/05/2011;20;-0.0060241990102;0,9897;0,0103
1;15/05/2011;10;-0.0060260880321;0,9897;0,0103
0;15/05/2011;0;-0.0060412002073;0,9925;0,0075
12;16/05/2011;100;0.0001666666667;0;1
11;16/05/2011;95;-0.0008793086553;0,1928;0,8072
10;16/05/2011;90;-0.0013987702399;0,3256;0,6744
9;16/05/2011;85;-0.001686812108;0,3993;0,6007
8;16/05/2011;80;-0.0019251847609;0,4602;0,5398
7;16/05/2011;70;-0.0023583994508;0,571;0,429
6;16/05/2011;60;-0.0027726354598;0,6769;0,3231
5;16/05/2011;50;-0.0031806957231;0,7812;0,2188
4;16/05/2011;40;-0.0035865293484;0,885;0,115
3;16/05/2011;30;-0.0039927499914;0,9888;0,0112
2;16/05/2011;20;-0.003996176133;0,9897;0,0103
1;16/05/2011;10;-0.003997398481;0,9897;0,0103
0;16/05/2011;0;-0.004007177265;0,9925;0,0075
12;19/05/2011;100;5.55555556e-05;0;1
11;19/05/2011;95;0.0008341936663;0,1869;0,8131
10;19/05/2011;90;0.001460658347;0,3205;0,6795
9;19/05/2011;85;0.0018093666369;0,3949;0,6051
8;19/05/2011;80;0.0020971810418;0,4563;0,5437
7;19/05/2011;70;0.0026189411397;0,5676;0,4324
6;19/05/2011;60;0.0031171991992;0,6739;0,3261
5;19/05/2011;50;0.0036079460793;0,7786;0,2214
4;19/05/2011;40;0.004096155186;0,8827;0,1173
3;19/05/2011;30;0.0045850721514;0,987;0,013
2;19/05/2011;20;0.0045974413961;0,9897;0,0103
1;19/05/2011;10;0.0045989062234;0,9897;0,0103
0;19/05/2011;0;0.0046106248418;0,9925;0,0075
12;20/05/2011;100;5.55555556e-05;0;1
11;20/05/2011;95;0.0006959173659;0,1925;0,8075
10;20/05/2011;90;0.0012067228638;0,3259;0,6741
9;20/05/2011;85;0.0014891829699;0,3996;0,6004
8;20/05/2011;80;0.0017227700244;0,4606;0,5394
7;20/05/2011;70;0.0021471460536;0,5713;0,4287
6;20/05/2011;60;0.0025528425597;0,6772;0,3228
5;20/05/2011;50;0.0029524252172;0,7815;0,2185
4;20/05/2011;40;0.0033497659;0,8853;0,1147
3;20/05/2011;30;0.0037474245947;0,9891;0,0109
2;20/05/2011;20;0.0037498137056;0,9897;0,0103
1;20/05/2011;10;0.0037510108892;0,9897;0,0103
0;20/05/2011;0;0.0037605883578;0,9925;0,0075
12;21/05/2011;100;5.55555556e-05;0;1
11;21/05/2011;95;-0.0019177606093;0,1973;0,8027
10;21/05/2011;90;-0.0031829388001;0,3303;0,6697
9;21/05/2011;85;-0.0038788115971;0,4035;0,5965
8;21/05/2011;80;-0.0044552799409;0,4641;0,5359
7;21/05/2011;70;-0.0055045573445;0,5744;0,4256
6;21/05/2011;60;-0.0065085761954;0,68;0,32
5;21/05/2011;50;-0.0074974844065;0,784;0,216
4;21/05/2011;40;-0.008480497154;0,8873;0,1127
3;21/05/2011;30;-0.0094502852052;0,9893;0,0107
2;21/05/2011;20;-0.009454106395;0,9897;0,0103
1;21/05/2011;10;-0.0094570784316;0,9897;0,0103
0;21/05/2011;0;-0.0094808547239;0,9925;0,0075
12;22/05/2011;100;5.55555556e-05;0;1
11;22/05/2011;95;0.0018407892955;0,1842;0,8158
10;22/05/2011;90;0.003214175008;0,3186;0,6814
9;22/05/2011;85;0.0039783806917;0,3934;0,6066
8;22/05/2011;80;0.0046080657047;0,455;0,545
7;22/05/2011;70;0.0057480877778;0,5665;0,4335
6;22/05/2011;60;0.0068360028823;0,673;0,327
5;22/05/2011;50;0.0079073196901;0,7778;0,2222
4;22/05/2011;40;0.0089731058749;0,8821;0,1179
3;22/05/2011;30;0.0100406005015;0,9865;0,0135
2;22/05/2011;20;0.0100728975979;0,9897;0,0103
1;22/05/2011;10;0.0100760913346;0,9897;0,0103
0;22/05/2011;0;0.0101016412286;0,9925;0,0075
12;23/05/2011;100;0.0001666666667;0;1
11;23/05/2011;95;-0.0005987569702;0,1967;0,8033
10;23/05/2011;90;-0.0009206377119;0,3304;0,6696
9;23/05/2011;85;-0.0010971913135;0,4037;0,5963
8;23/05/2011;80;-0.0012432904301;0,4643;0,5357
7;23/05/2011;70;-0.0015090737891;0,5747;0,4253
6;23/05/2011;60;-0.0017633191408;0,6803;0,3197
5;23/05/2011;50;-0.002013696294;0,7842;0,2158
4;23/05/2011;40;-0.002262546403;0,8876;0,1124
3;23/05/2011;30;-0.0025075077206;0,9893;0,0107
2;23/05/2011;20;-0.0025084753456;0,9897;0,0103
1;23/05/2011;10;-0.0025092279428;0,9897;0,0103
0;23/05/2011;0;-0.0025152487204;0,9925;0,0075
12;26/05/2011;100;5.55555556e-05;0;1
11;26/05/2011;95;-0.0006075729189;0,1926;0,8074
10;26/05/2011;90;-0.0010022369825;0,327;0,673
9;26/05/2011;85;-0.0012191498639;0,4008;0,5992
8;26/05/2011;80;-0.001398292173;0,4618;0,5382
7;26/05/2011;70;-0.0017236058115;0,5726;0,4274
6;26/05/2011;60;-0.0020345065808;0,6784;0,3216
5;26/05/2011;50;-0.0023406274841;0,7826;0,2174
4;26/05/2011;40;-0.0026449257509;0,8862;0,1138
3;26/05/2011;30;-0.0029478046815;0,9893;0,0107
2;26/05/2011;20;-0.0029489849722;0,9897;0,0103
1;26/05/2011;10;-0.0029499029761;0,9897;0,0103
0;26/05/2011;0;-0.0029572470072;0,9925;0,0075
12;27/05/2011;100;5.55555556e-05;0;1
11;27/05/2011;95;-0.0008341258605;0,1885;0,8115
10;27/05/2011;90;-0.0014008285175;0,3233;0,6767
9;27/05/2011;85;-0.0017134018117;0,3977;0,6023
8;27/05/2011;80;-0.0019711085006;0,459;0,541
7;27/05/2011;70;-0.0024382952782;0,5701;0,4299
6;27/05/2011;60;-0.0028843961202;0,6762;0,3238
5;27/05/2011;50;-0.0033236017765;0,7807;0,2193
4;27/05/2011;40;-0.0037602957967;0,8846;0,1154
3;27/05/2011;30;-0.0041973817955;0,9885;0,0115
2;27/05/2011;20;-0.0042022721497;0,9897;0,0103
1;27/05/2011;10;-0.0042035858868;0,9897;0,0103
0;27/05/2011;0;-0.0042140957838;0,9925;0,0075
12;28/05/2011;100;5.55555556e-05;0;1
11;28/05/2011;95;0.0008625821731;0,1828;0,8172
10;28/05/2011;90;0.0015319564858;0,3181;0,6819
9;28/05/2011;85;0.0019031358464;0,3932;0,6068
8;28/05/2011;80;0.0022084967654;0,4549;0,5451
7;28/05/2011;70;0.0027608206328;0,5666;0,4334
6;28/05/2011;60;0.0032876078766;0,6731;0,3269
5;28/05/2011;50;0.0038062092232;0,7779;0,2221
4;28/05/2011;40;0.0043220293764;0,8822;0,1178
3;28/05/2011;30;0.0048386024062;0,9867;0,0133
2;28/05/2011;20;0.0048535305727;0,9897;0,0103
1;28/05/2011;10;0.0048550762618;0,9897;0,0103
0;28/05/2011;0;0.0048674417742;0,9925;0,0075
12;29/05/2011;100;5.55555556e-05;0;1
11;29/05/2011;95;-0.0002945210782;0,1887;0,8113
10;29/05/2011;90;-0.0004755432739;0,3238;0,6762
9;29/05/2011;85;-0.0005751926902;0,3981;0,6019
8;29/05/2011;80;-0.000657325348;0,4594;0,5406
7;29/05/2011;70;-0.0008062117023;0,5705;0,4295
6;29/05/2011;60;-0.0009483705043;0,6766;0,3234
5;29/05/2011;50;-0.0010883194206;0,7811;0,2189
4;29/05/2011;40;-0.0012274522178;0,8849;0,1151
3;29/05/2011;30;-0.0013666923576;0,9888;0,0112
2;29/05/2011;20;-0.0013678852765;0,9897;0,0103
1;29/05/2011;10;-0.0013683040383;0,9897;0,0103
0;29/05/2011;0;-0.0013716541326;0,9925;0,0075
12;30/05/2011;100;0.0001666666667;0;1
11;30/05/2011;95;-0.0006840986632;0,1867;0,8133
10;30/05/2011;90;-0.0010894396345;0,322;0,678
9;30/05/2011;85;-0.0013129012268;0,3966;0,6034
8;30/05/2011;80;-0.0014969257187;0,4581;0,5419
7;30/05/2011;70;-0.0018302397062;0,5694;0,4306
6;30/05/2011;60;-0.0021483553593;0,6756;0,3244
5;30/05/2011;50;-0.0024615088378;0,7802;0,2198
4;30/05/2011;40;-0.0027728671235;0,8841;0,1159
3;30/05/2011;30;-0.0030845186116;0,9882;0,0118
2;30/05/2011;20;-0.0030889871742;0,9897;0,0103
1;30/05/2011;10;-0.0030899230716;0,9897;0,0103
0;30/05/2011;0;-0.0030974102511;0,9925;0,0075
12;02/06/2011;100;0;0;1
11;02/06/2011;95;0.0001759545196;0,182;0,818
10;02/06/2011;90;0.0003074196856;0,318;0,682
9;02/06/2011;85;0.0003801167956;0,3932;0,6068
8;02/06/2011;80;0.000439864588;0,455;0,545
7;02/06/2011;70;0.0005478735112;0,5668;0,4332
6;02/06/2011;60;0.0006508530708;0,6733;0,3267
5;02/06/2011;50;0.0007522117561;0,7781;0,2219
4;02/06/2011;40;0.0008530107036;0,8824;0,1176
3;02/06/2011;30;0.0009539423553;0,9868;0,0132
2;02/06/2011;20;0.0009567018347;0,9897;0,0103
1;02/06/2011;10;0.0009570039193;0,9897;0,0103
0;02/06/2011;0;0.0009594205958;0,9925;0,0075
12;03/06/2011;100;5.55555556e-05;0;1
11;03/06/2011;95;0.0020987810842;0,1832;0,8168
10;03/06/2011;90;0.0036867633714;0,3192;0,6808
9;03/06/2011;85;0.0045636703629;0,3942;0,6058
8;03/06/2011;80;0.0052846633034;0,4559;0,5441
7;03/06/2011;70;0.0065886310961;0,5675;0,4325
6;03/06/2011;60;0.0078321668106;0,674;0,326
5;03/06/2011;50;0.0090561362443;0,7788;0,2212
4;03/06/2011;40;0.0102732382256;0,8829;0,1171
3;03/06/2011;30;0.0114917807512;0,9873;0,0127
2;03/06/2011;20;0.0115202112819;0,9897;0,0103
1;03/06/2011;10;0.011523862017;0,9897;0,0103
0;03/06/2011;0;0.0115530678975;0,9925;0,0075
12;04/06/2011;100;5.55555556e-05;0;1
11;04/06/2011;95;-0.0018511716071;0,1975;0,8025
10;04/06/2011;90;-0.0030896543332;0,3327;0,6673
9;04/06/2011;85;-0.0037619728326;0,4061;0,5939
8;04/06/2011;80;-0.004317419132;0,4667;0,5333
7;04/06/2011;70;-0.0053275409941;0,5769;0,4231
6;04/06/2011;60;-0.0062935216288;0,6824;0,3176
5;04/06/2011;50;-0.0072443645317;0,7861;0,2139
4;04/06/2011;40;-0.0081888657667;0,8892;0,1108
3;04/06/2011;30;-0.0091056633281;0,9893;0,0107
2;04/06/2011;20;-0.0091093445542;0,9897;0,0103
1;04/06/2011;10;-0.00911220773;0,9897;0,0103
0;04/06/2011;0;-0.0091351131367;0,9925;0,0075
12;05/06/2011;100;5.55555556e-05;0;1
11;05/06/2011;95;-0.001123815539;0,1849;0,8151
10;05/06/2011;90;-0.0019223304474;0,3213;0,6787
9;05/06/2011;85;-0.0023610310296;0,3963;0,6037
8;05/06/2011;80;-0.002721601889;0,4579;0,5421
7;05/06/2011;70;-0.0033739055427;0,5693;0,4307
6;05/06/2011;60;-0.0039960526351;0,6756;0,3244
5;05/06/2011;50;-0.0046083097818;0,7802;0,2198
4;05/06/2011;40;-0.0052169443121;0,8842;0,1158
3;05/06/2011;30;-0.0058261395854;0,9883;0,0117
2;05/06/2011;20;-0.0058345041963;0,9897;0,0103
1;05/06/2011;10;-0.0058363333209;0,9897;0,0103
0;05/06/2011;0;-0.0058509663175;0,9925;0,0075
12;06/06/2011;100;0.0001666666667;0;1
11;06/06/2011;95;0.0006251039164;0,1772;0,8228
10;06/06/2011;90;0.0012050166564;0,3142;0,6858
9;06/06/2011;85;0.0015261718882;0,3901;0,6099
8;06/06/2011;80;0.0017894127654;0,4523;0,5477
7;06/06/2011;70;0.0022642164393;0,5645;0,4355
6;06/06/2011;60;0.0027163788355;0,6713;0,3287
5;06/06/2011;50;0.0031613149468;0,7764;0,2236
4;06/06/2011;40;0.0036038457103;0,8809;0,1191
3;06/06/2011;30;0.0040471347405;0,9857;0,0143
2;06/06/2011;20;0.0040641056586;0,9897;0,0103
1;06/06/2011;10;0.0040654283949;0,9897;0,0103
0;06/06/2011;0;0.0040760102848;0,9925;0,0075
12;09/06/2011;100;5.55555556e-05;0;1
11;09/06/2011;95;0.0006765583384;0,1815;0,8185
10;09/06/2011;90;0.0012194716005;0,3187;0,6813
9;09/06/2011;85;0.0015179391184;0,3941;0,6059
8;09/06/2011;80;0.001762808312;0,4559;0,5441
7;09/06/2011;70;0.0022051145316;0,5677;0,4323
6;09/06/2011;60;0.0026266223536;0,6742;0,3258
5;09/06/2011;50;0.003041349586;0,779;0,221
4;09/06/2011;40;0.0034536469705;0,8832;0,1168
3;09/06/2011;30;0.0038663952057;0,9875;0,0125
2;09/06/2011;20;0.0038751978777;0,9897;0,0103
1;09/06/2011;10;0.0038764346521;0,9897;0,0103
0;09/06/2011;0;0.0038863288474;0,9925;0,0075
12;10/06/2011;100;5.55555556e-05;0;1
11;10/06/2011;95;-0.0003850792914;0,1861;0,8139
10;10/06/2011;90;-0.0006380044411;0,3231;0,6769
9;10/06/2011;85;-0.0007761927025;0,398;0,602
8;10/06/2011;80;-0.0008897232066;0,4595;0,5405
7;10/06/2011;70;-0.0010951464479;0,5709;0,4291
6;10/06/2011;60;-0.0012910788788;0,677;0,323
5;10/06/2011;50;-0.0014838573298;0,7815;0,2185
4;10/06/2011;40;-0.0016754335445;0,8853;0,1147
3;10/06/2011;30;-0.0018671136453;0,9892;0,0108
2;10/06/2011;20;-0.0018680830063;0,9897;0,0103
1;10/06/2011;10;-0.0018686597086;0,9897;0,0103
0;10/06/2011;0;-0.0018732733274;0,9925;0,0075
12;11/06/2011;100;5.55555556e-05;0;1
11;11/06/2011;95;-0.001622411364;0,1835;0,8165
10;11/06/2011;90;-0.0028056867707;0,3208;0,6792
9;11/06/2011;85;-0.0034536849954;0,396;0,604
8;11/06/2011;80;-0.003985507278;0,4577;0,5423
7;11/06/2011;70;-0.0049467651713;0,5693;0,4307
6;11/06/2011;60;-0.0058631041951;0,6756;0,3244
5;11/06/2011;50;-0.0067646397826;0,7803;0,2197
4;11/06/2011;40;-0.007660682997;0,8843;0,1157
3;11/06/2011;30;-0.0085574259961;0,9883;0,0117
2;11/06/2011;20;-0.0085690340558;0,9897;0,0103
1;11/06/2011;10;-0.0085717266252;0,9897;0,0103
0;11/06/2011;0;-0.0085932671806;0,9925;0,0075
12;12/06/2011;100;5.55555556e-05;0;1
11;12/06/2011;95;0.0001840276938;0,1724;0,8276
10;12/06/2011;90;0.0003647784744;0,3104;0,6896
9;12/06/2011;85;0.0004649806679;0,387;0,613
8;12/06/2011;80;0.0005469082064;0,4496;0,5504
7;12/06/2011;70;0.0006943603384;0,5622;0,4378
6;12/06/2011;60;0.0008346162376;0,6693;0,3307
