strat_id;date;protection;rendement;M1;C1
11;15/11/2008;95;-0.0015970394028;0,2956;0,7044
10;15/11/2008;90;-0.0019711162002;0,3667;0,6333
9;15/11/2008;85;-0.0022713104622;0,4237;0,5763
8;15/11/2008;80;-0.0025532476606;0,4773;0,5227
7;15/11/2008;70;-0.0030998822849;0,5812;0,4188
6;15/11/2008;60;-0.0036392425764;0,6837;0,3163
5;15/11/2008;50;-0.0041770071945;0,7859;0,2141
4;15/11/2008;40;-0.0047150809137;0,8882;0,1118
3;15/11/2008;30;-0.0052471616669;0,9893;0,0107
2;15/11/2008;20;-0.005249275812;0,9897;0,0103
1;15/11/2008;10;-0.0052509201471;0,9897;0,0103
0;15/11/2008;0;-0.0052640748276;0,9925;0,0075
12;16/11/2008;100;5.55555556e-05;0;1
11;16/11/2008;95;0.0009838320798;0,2849;0,7151
10;16/11/2008;90;0.0012525302388;0,3595;0,6405
9;16/11/2008;85;0.0014626270825;0,4179;0,5821
8;16/11/2008;80;0.001657987674;0,4721;0,5279
7;16/11/2008;70;0.0020347236828;0,5768;0,4232
6;16/11/2008;60;0.0024055875127;0,6798;0,3202
5;16/11/2008;50;0.0027752258656;0,7825;0,2175
4;16/11/2008;40;0.0031452063096;0,8853;0,1147
3;16/11/2008;30;0.0035165712672;0,9884;0,0116
2;16/11/2008;20;0.0035211090822;0,9897;0,0103
1;16/11/2008;10;0.0035222340509;0,9897;0,0103
0;16/11/2008;0;0.0035312338002;0,9925;0,0075
12;17/11/2008;100;0.0001666666667;0;1
11;17/11/2008;95;-0.0001870104239;0,2915;0,7085
10;17/11/2008;90;-0.0002024550163;0,3641;0,6359
9;17/11/2008;85;-0.0002147050182;0,4216;0,5784
8;17/11/2008;80;-0.0002261624897;0,4755;0,5245
7;17/11/2008;70;-0.0002483280412;0,5797;0,4203
6;17/11/2008;60;-0.0002701773879;0,6824;0,3176
5;17/11/2008;50;-0.0002919577012;0,7848;0,2152
4;17/11/2008;40;-0.0003137519922;0,8872;0,1128
3;17/11/2008;30;-0.000335472042;0,9893;0,0107
2;17/11/2008;20;-0.0003355575225;0,9897;0,0103
1;17/11/2008;10;-0.0003356240074;0,9897;0,0103
0;17/11/2008;0;-0.0003361558862;0,9925;0,0075
12;20/11/2008;100;5.55555556e-05;0;1
11;20/11/2008;95;-0.0007060099243;0,2902;0,7098
10;20/11/2008;90;-0.0008733766434;0,3633;0,6367
9;20/11/2008;85;-0.0010056013101;0,4211;0,5789
8;20/11/2008;80;-0.0011290998096;0,475;0,525
7;20/11/2008;70;-0.0013678360213;0,5793;0,4207
6;20/11/2008;60;-0.0016030763049;0,6821;0,3179
5;20/11/2008;50;-0.0018375421481;0,7845;0,2155
4;20/11/2008;40;-0.0020721476731;0,887;0,113
3;20/11/2008;30;-0.0023062899078;0,9893;0,0107
2;20/11/2008;20;-0.0023072096556;0,9897;0,0103
1;20/11/2008;10;-0.0023079250149;0,9897;0,0103
0;20/11/2008;0;-0.0023136478895;0,9925;0,0075
12;21/11/2008;100;5.55555556e-05;0;1
11;21/11/2008;95;-0.0018655168067;0,2855;0,7145
10;21/11/2008;90;-0.002342602488;0,3601;0,6399
9;21/11/2008;85;-0.0027153571761;0,4185;0,5815
8;21/11/2008;80;-0.0030619944286;0,4727;0,5273
7;21/11/2008;70;-0.003730482667;0,5774;0,4226
6;21/11/2008;60;-0.0043884994712;0,6804;0,3196
5;21/11/2008;50;-0.0050442412933;0,783;0,217
4;21/11/2008;40;-0.0057004684157;0,8857;0,1143
3;21/11/2008;30;-0.0063590230074;0,9888;0,0112
2;21/11/2008;20;-0.0063646424835;0,9897;0,0103
1;21/11/2008;10;-0.0063666390025;0,9897;0,0103
0;21/11/2008;0;-0.0063826111549;0,9925;0,0075
12;22/11/2008;100;5.55555556e-05;0;1
11;22/11/2008;95;0.0016729959831;0,2729;0,7271
10;22/11/2008;90;0.0021672914576;0,3516;0,6484
9;22/11/2008;85;0.0025433809814;0,4115;0,5885
8;22/11/2008;80;0.0028892915263;0,4665;0,5335
7;22/11/2008;70;0.0035523093177;0,5721;0,4279
6;22/11/2008;60;0.0042032243883;0,6757;0,3243
5;22/11/2008;50;0.0048516546598;0,7789;0,2211
4;22/11/2008;40;0.0055008604965;0,8822;0,1178
3;22/11/2008;30;0.0061529022064;0,986;0,014
2;22/11/2008;20;0.0061761096056;0,9897;0,0103
1;22/11/2008;10;0.0061780729072;0,9897;0,0103
0;22/11/2008;0;0.0061937793203;0,9925;0,0075
12;23/11/2008;100;5.55555556e-05;0;1
11;23/11/2008;95;0.0006530442856;0,2842;0,7158
10;23/11/2008;90;0.0008372148641;0,3595;0,6405
9;23/11/2008;85;0.0009803312774;0,418;0,582
8;23/11/2008;80;0.0011132063468;0,4724;0,5276
7;23/11/2008;70;0.0013692472904;0,5771;0,4229
6;23/11/2008;60;0.001621180193;0,6802;0,3198
5;23/11/2008;50;0.0018722086753;0,7828;0,2172
4;23/11/2008;40;0.0021234103689;0,8856;0,1144
3;23/11/2008;30;0.002375499197;0,9887;0,0113
2;23/11/2008;20;0.0023779133098;0,9897;0,0103
1;23/11/2008;10;0.0023786773073;0,9897;0,0103
0;23/11/2008;0;0.002384789287;0,9925;0,0075
12;24/11/2008;100;0.0001666666667;0;1
11;24/11/2008;95;-0.000737148526;0,2885;0,7115
10;24/11/2008;90;-0.0008941288317;0,3625;0,6375
9;24/11/2008;85;-0.0010172250891;0,4206;0,5794
8;24/11/2008;80;-0.0011319488291;0,4746;0,5254
7;24/11/2008;70;-0.001353478186;0,5791;0,4209
6;24/11/2008;60;-0.0015716442438;0,6819;0,3181
5;24/11/2008;50;-0.0017890455572;0,7844;0,2156
4;24/11/2008;40;-0.0020065534853;0,8869;0,1131
3;24/11/2008;30;-0.0022237894366;0,9893;0,0107
2;24/11/2008;20;-0.002224641833;0,9897;0,0103
1;24/11/2008;10;-0.002225304808;0,9897;0,0103
0;24/11/2008;0;-0.002230608608;0,9925;0,0075
12;27/11/2008;100;5.55555556e-05;0;1
11;27/11/2008;95;-0.0001439754519;0,2836;0,7164
10;27/11/2008;90;-0.0001712814599;0,3593;0,6407
9;27/11/2008;85;-0.0001924406088;0,4179;0,5821
8;27/11/2008;80;-0.0002120687368;0,4723;0,5277
7;27/11/2008;70;-0.0002498727206;0,5771;0,4229
6;27/11/2008;60;-0.0002870597251;0,6802;0,3198
5;27/11/2008;50;-0.0003241076719;0,7829;0,2171
4;27/11/2008;40;-0.0003611772132;0,8857;0,1143
3;27/11/2008;30;-0.0003983745134;0,9888;0,0112
2;27/11/2008;20;-0.0003987075146;0,9897;0,0103
1;27/11/2008;10;-0.0003988202525;0,9897;0,0103
0;27/11/2008;0;-0.0003997221555;0,9925;0,0075
12;28/11/2008;100;5.55555556e-05;0;1
11;28/11/2008;95;-0.0027040714104;0,2826;0,7174
10;28/11/2008;90;-0.0034203288214;0,3587;0,6413
9;28/11/2008;85;-0.0039740359956;0,4174;0,5826
8;28/11/2008;80;-0.0044872013136;0,4719;0,5281
7;28/11/2008;70;-0.005475050978;0,5768;0,4232
6;28/11/2008;60;-0.0064465447346;0,6799;0,3201
5;28/11/2008;50;-0.0074143492133;0,7826;0,2174
4;28/11/2008;40;-0.0083827239557;0,8854;0,1146
3;28/11/2008;30;-0.0093544700328;0,9886;0,0114
2;28/11/2008;20;-0.0093648166208;0,9897;0,0103
1;28/11/2008;10;-0.0093677604635;0,9897;0,0103
0;28/11/2008;0;-0.0093913112054;0,9925;0,0075
12;29/11/2008;100;5.55555556e-05;0;1
11;29/11/2008;95;-0.0022655076089;0,2644;0,7356
10;29/11/2008;90;-0.0029530670049;0,3462;0,6538
9;29/11/2008;85;-0.0034658692305;0,4071;0,5929
8;29/11/2008;80;-0.003933808168;0,4628;0,5372
7;29/11/2008;70;-0.0048267591176;0,5689;0,4311
6;29/11/2008;60;-0.0057016219989;0,673;0,327
5;29/11/2008;50;-0.0065727350509;0,7765;0,2235
4;29/11/2008;40;-0.0074449667835;0,8802;0,1198
3;29/11/2008;30;-0.0083213054191;0,9844;0,0156
2;29/11/2008;20;-0.0083654860115;0,9897;0,0103
1;29/11/2008;10;-0.0083681143094;0,9897;0,0103
0;29/11/2008;0;-0.0083891406923;0,9925;0,0075
12;30/11/2008;100;5.55555556e-05;0;1
11;30/11/2008;95;-0.0008804816078;0,2491;0,7509
10;30/11/2008;90;-0.001170803992;0,3353;0,6647
9;30/11/2008;85;-0.0013821789389;0,3981;0,6019
8;30/11/2008;80;-0.0015727910122;0,4547;0,5453
7;30/11/2008;70;-0.0019340033412;0,562;0,438
6;30/11/2008;60;-0.0022868291374;0,6668;0,3332
5;30/11/2008;50;-0.0026380293106;0,7711;0,2289
4;30/11/2008;40;-0.0029899187173;0,8756;0,1244
3;30/11/2008;30;-0.0033438643223;0,9807;0,0193
2;30/11/2008;20;-0.0033741007461;0,9897;0,0103
1;30/11/2008;10;-0.003375152983;0,9897;0,0103
0;30/11/2008;0;-0.0033835708777;0,9925;0,0075
12;01/12/2008;100;0.0001666666667;0;1
11;01/12/2008;95;-7.17697086e-05;0,2432;0,7568
10;01/12/2008;90;-5.25334301e-05;0,331;0,669
9;01/12/2008;85;-3.86396272e-05;0,3945;0,6055
8;01/12/2008;80;-2.61646025e-05;0,4515;0,5485
7;01/12/2008;70;-2.5863462e-06;0,5592;0,4408
6;01/12/2008;60;2.04178611e-05;0,6643;0,3357
5;01/12/2008;50;4.33134606e-05;0,7689;0,2311
4;01/12/2008;40;6.62603549e-05;0,8737;0,1263
3;01/12/2008;30;8.93518613e-05;0,9792;0,0208
2;01/12/2008;20;9.16465058e-05;0,9897;0,0103
1;01/12/2008;10;9.17149133e-05;0,9897;0,0103
0;01/12/2008;0;9.22621732e-05;0,9925;0,0075
12;04/12/2008;100;5.55555556e-05;0;1
11;04/12/2008;95;0.0048735821209;0,2427;0,7573
10;04/12/2008;90;0.0066593151338;0,3309;0,6691
9;04/12/2008;85;0.0079466880669;0,3944;0,6056
8;04/12/2008;80;0.0091018788813;0,4514;0,5486
7;04/12/2008;70;0.0112844399682;0,5592;0,4408
6;04/12/2008;60;0.0134134021547;0,6643;0,3357
5;04/12/2008;50;0.0155320711866;0,7689;0,2311
4;04/12/2008;40;0.0176553174776;0,8738;0,1262
3;04/12/2008;30;0.0197918051926;0,9792;0,0208
2;04/12/2008;20;0.0200033013707;0,9897;0,0103
1;04/12/2008;10;0.0200096306943;0,9897;0,0103
0;04/12/2008;0;0.0200602652836;0,9925;0,0075
12;05/12/2008;100;5.55555556e-05;0;1
11;05/12/2008;95;0.0022690078106;0,2755;0,7245
10;05/12/2008;90;0.0029373037676;0,3551;0,6449
9;05/12/2008;85;0.0034392096972;0,415;0,585
8;05/12/2008;80;0.0039003346435;0,4699;0,5301
7;05/12/2008;70;0.00478415474;0,5753;0,4247
6;05/12/2008;60;0.0056515903135;0,6787;0,3213
5;05/12/2008;50;0.006515166939;0,7816;0,2184
4;05/12/2008;40;0.0073790693921;0,8846;0,1154
3;05/12/2008;30;0.0082459556408;0,988;0,012
2;05/12/2008;20;0.0082603998684;0,9897;0,0103
1;05/12/2008;10;0.0082630212977;0,9897;0,0103
0;05/12/2008;0;0.008283992732;0,9925;0,0075
12;06/12/2008;100;5.55555556e-05;0;1
11;06/12/2008;95;-0.0035780876556;0,2907;0,7093
10;06/12/2008;90;-0.0044919881923;0,3658;0,6342
9;06/12/2008;85;-0.0051978328966;0,4238;0,5762
8;06/12/2008;80;-0.005854774665;0,4778;0,5222
7;06/12/2008;70;-0.0071231674021;0,5821;0,4179
6;06/12/2008;60;-0.0083719408157;0,6847;0,3153
5;06/12/2008;50;-0.0096156006901;0,7869;0,2131
4;06/12/2008;40;-0.0108589266298;0,8891;0,1109
3;06/12/2008;30;-0.0120774067045;0,9893;0,0107
2;06/12/2008;20;-0.0120822948661;0,9897;0,0103
1;06/12/2008;10;-0.0120860967695;0,9897;0,0103
0;06/12/2008;0;-0.0121165119971;0,9925;0,0075
12;07/12/2008;100;5.55555556e-05;0;1
11;07/12/2008;95;-0.0073309268598;0,2666;0,7334
10;07/12/2008;90;-0.0095952834068;0,3494;0,6506
9;07/12/2008;85;-0.0112619852799;0,4104;0,5896
8;07/12/2008;80;-0.012780866617;0,4659;0,5341
7;07/12/2008;70;-0.0156790341893;0,5719;0,4281
6;07/12/2008;60;-0.0185178571333;0,6757;0,3243
5;07/12/2008;50;-0.0213430277227;0,779;0,221
4;07/12/2008;40;-0.024169853897;0,8824;0,1176
3;07/12/2008;30;-0.0270080869546;0,9862;0,0138
2;07/12/2008;20;-0.0271027148199;0,9897;0,0103
1;07/12/2008;10;-0.0271112595147;0,9897;0,0103
0;07/12/2008;0;-0.0271796170724;0,9925;0,0075
12;08/12/2008;100;0.0001666666667;0;1
11;08/12/2008;95;-0.009368745024;0,2169;0,7831
10;08/12/2008;90;-0.0135107483538;0,314;0,686
9;08/12/2008;85;-0.0163592658999;0,3809;0,6191
8;08/12/2008;80;-0.0188618908164;0,4396;0,5604
7;08/12/2008;70;-0.023532764243;0,5491;0,4509
6;08/12/2008;60;-0.0280639417379;0,6554;0,3446
5;08/12/2008;50;-0.0325689613842;0,7611;0,2389
4;08/12/2008;40;-0.0370869026661;0,8671;0,1329
3;08/12/2008;30;-0.0416401210253;0,9739;0,0261
2;08/12/2008;20;-0.0423110167942;0,9897;0,0103
1;08/12/2008;10;-0.0423243372921;0,9897;0,0103
0;08/12/2008;0;-0.0424309012751;0,9925;0,0075
12;11/12/2008;100;5.55555556e-05;0;1
11;11/12/2008;95;0.0025142475504;0,1527;0,8473
10;11/12/2008;90;0.0043694001224;0,2635;0,7365
9;11/12/2008;85;0.0056037501559;0,3373;0,6627
8;11/12/2008;80;0.0066525186304;0,4;0,6
7;11/12/2008;70;0.008564317192;0,5142;0,4858
6;11/12/2008;60;0.010399767423;0,6238;0,3762
5;11/12/2008;50;0.0122249908937;0,7329;0,2671
4;11/12/2008;40;0.014063685432;0,8428;0,1572
3;11/12/2008;30;0.0159288969717;0,9542;0,0458
2;11/12/2008;20;0.0165229399739;0,9897;0,0103
1;11/12/2008;10;0.0165281703517;0,9897;0,0103
0;11/12/2008;0;0.0165700133745;0,9925;0,0075
12;12/12/2008;100;5.55555556e-05;0;1
11;12/12/2008;95;0.0008592241523;0,1699;0,8301
10;12/12/2008;90;0.0014421501134;0,2798;0,7202
9;12/12/2008;85;0.0018257304503;0,3521;0,6479
8;12/12/2008;80;0.0021529358052;0,4138;0,5862
7;12/12/2008;70;0.0027519869633;0,5268;0,4732
6;12/12/2008;60;0.0033280967246;0,6354;0,3646
5;12/12/2008;50;0.0039004722589;0,7434;0,2566
4;12/12/2008;40;0.0044758523422;0,8519;0,1481
3;12/12/2008;30;0.0050579366262;0,9616;0,0384
2;12/12/2008;20;0.0052067117228;0,9897;0,0103
1;12/12/2008;10;0.0052083689311;0,9897;0,0103
0;12/12/2008;0;0.0052216265967;0,9925;0,0075
12;13/12/2008;100;5.55555556e-05;0;1
11;13/12/2008;95;-0.0008759405144;0,1757;0,8243
10;13/12/2008;90;-0.0013953479603;0,2852;0,7148
9;13/12/2008;85;-0.0017361878509;0,357;0,643
8;13/12/2008;80;-0.0020274563231;0,4183;0,5817
7;13/12/2008;70;-0.0025616191828;0,5308;0,4692
6;13/12/2008;60;-0.0030756854341;0,6391;0,3609
5;13/12/2008;50;-0.003586300932;0,7467;0,2533
4;13/12/2008;40;-0.0040992666519;0,8548;0,1452
3;13/12/2008;30;-0.0046177690324;0,964;0,036
2;13/12/2008;20;-0.004739791185;0,9897;0,0103
1;13/12/2008;10;-0.0047412746471;0,9897;0,0103
0;13/12/2008;0;-0.0047531423441;0,9925;0,0075
12;14/12/2008;100;5.55555556e-05;0;1
11;14/12/2008;95;-0.0019232138132;0,1698;0,8302
10;14/12/2008;90;-0.0031447032776;0,28;0,72
9;14/12/2008;85;-0.0039470773805;0,3524;0,6476
8;14/12/2008;80;-0.0046312048518;0,4141;0,5859
7;14/12/2008;70;-0.0058834195889;0,5271;0,4729
6;14/12/2008;60;-0.0070874921845;0,6357;0,3643
5;14/12/2008;50;-0.0082836202901;0,7436;0,2564
4;14/12/2008;40;-0.0094858929169;0,8521;0,1479
3;14/12/2008;30;-0.0107020378294;0,9618;0,0382
2;14/12/2008;20;-0.0110108228461;0,9897;0,0103
1;14/12/2008;10;-0.0110142864255;0,9897;0,0103
0;14/12/2008;0;-0.0110419950613;0,9925;0,0075
12;15/12/2008;100;0.0001666666667;0;1
11;15/12/2008;95;-0.0033971732414;0,1566;0,8434
10;15/12/2008;90;-0.0057297784594;0,2682;0,7318
9;15/12/2008;85;-0.0072684332685;0,3419;0,6581
8;15/12/2008;80;-0.0085746181869;0,4044;0,5956
7;15/12/2008;70;-0.0109559970665;0,5184;0,4816
6;15/12/2008;60;-0.0132419181418;0,6278;0,3722
5;15/12/2008;50;-0.0155136467101;0,7365;0,2635
4;15/12/2008;40;-0.0178000427915;0,8459;0,1541
3;15/12/2008;30;-0.0201169218008;0,9568;0,0432
2;15/12/2008;20;-0.0208045597061;0,9897;0,0103
1;15/12/2008;10;-0.020811089406;0,9897;0,0103
0;15/12/2008;0;-0.0208633270055;0,9925;0,0075
12;18/12/2008;100;5.55555556e-05;0;1
11;18/12/2008;95;0.0019183224085;0,1333;0,8667
10;18/12/2008;90;0.0035868777533;0,2467;0,7533
9;18/12/2008;85;0.0046998835396;0,3224;0,6776
8;18/12/2008;80;0.0056388846347;0,3863;0,6137
7;18/12/2008;70;0.0073401465826;0,5019;0,4981
6;18/12/2008;60;0.0089689403267;0,6127;0,3873
5;18/12/2008;50;0.0105892152386;0,7229;0,2771
4;18/12/2008;40;0.0122242386075;0,834;0,166
3;18/12/2008;30;0.0138868159681;0,9471;0,0529
2;18/12/2008;20;0.0145132426444;0,9897;0,0103
1;18/12/2008;10;0.0145178384478;0,9897;0,0103
0;18/12/2008;0;0.0145546048749;0,9925;0,0075
12;19/12/2008;100;5.55555556e-05;0;1
11;19/12/2008;95;0.0046067400553;0,1464;0,8536
10;19/12/2008;90;0.0082171183141;0,2601;0,7399
9;19/12/2008;85;0.0105915371079;0,3349;0,6651
8;19/12/2008;80;0.0125971817449;0,3981;0,6019
7;19/12/2008;70;0.0162399567073;0,5129;0,4871
6;19/12/2008;60;0.019730433483;0,6228;0,3772
5;19/12/2008;50;0.0231989382582;0,7321;0,2679
4;19/12/2008;40;0.0266919978985;0,8421;0,1579
3;19/12/2008;30;0.0302350282888;0,9537;0,0463
2;19/12/2008;20;0.0313779322615;0,9897;0,0103
1;19/12/2008;10;0.0313878531958;0,9897;0,0103
0;19/12/2008;0;0.0314672206702;0,9925;0,0075
12;20/12/2008;100;5.55555556e-05;0;1
11;20/12/2008;95;-0.0032628977971;0,1778;0,8222
10;20/12/2008;90;-0.0053055238039;0,2906;0,7094
9;20/12/2008;85;-0.0066140037945;0,3629;0,6371
8;20/12/2008;80;-0.0077259701836;0,4243;0,5757
7;20/12/2008;70;-0.0097610743129;0,5366;0,4634
6;20/12/2008;60;-0.0117170384073;0,6446;0,3554
5;20/12/2008;50;-0.0136572879991;0,7517;0,2483
4;20/12/2008;40;-0.0156035162646;0,8592;0,1408
3;20/12/2008;30;-0.0175675053813;0,9676;0,0324
2;20/12/2008;20;-0.0179671271433;0,9897;0,0103
1;20/12/2008;10;-0.0179727872193;0,9897;0,0103
0;20/12/2008;0;-0.0180180678267;0,9925;0,0075
12;21/12/2008;100;5.55555556e-05;0;1
11;21/12/2008;95;0.0040669062211;0,1555;0,8445
10;21/12/2008;90;0.0071136508285;0,2708;0,7292
9;21/12/2008;85;0.0090810753917;0,3453;0,6547
8;21/12/2008;80;0.0107399089379;0,4081;0,5919
7;21/12/2008;70;0.0137542643239;0,5222;0,4778
6;21/12/2008;60;0.0166421539735;0,6315;0,3685
5;21/12/2008;50;0.0195081920281;0,74;0,26
4;21/12/2008;40;0.022388973817;0,849;0,151
3;21/12/2008;30;0.0253042979213;0,9594;0,0406
2;21/12/2008;20;0.0261049575917;0,9897;0,0103
1;21/12/2008;10;0.0261132135514;0,9897;0,0103
0;21/12/2008;0;0.0261792612287;0,9925;0,0075
12;22/12/2008;100;0.0001666666667;0;1
11;22/12/2008;95;0.0011740304131;0,1832;0,8168
10;22/12/2008;90;0.0019817916028;0,2972;0,7028
9;22/12/2008;85;0.0024923604595;0,3692;0,6308
8;22/12/2008;80;0.002925706195;0,4303;0,5697
7;22/12/2008;70;0.0037191385448;0,5422;0,4578
6;22/12/2008;60;0.0044817322495;0,6498;0,3502
5;22/12/2008;50;0.0052376659918;0,7564;0,2436
4;22/12/2008;40;0.0059950915822;0,8633;0,1367
3;22/12/2008;30;0.0067584190892;0,971;0,029
2;22/12/2008;20;0.0068911773889;0,9897;0,0103
1;22/12/2008;10;0.0068933927907;0,9897;0,0103
0;22/12/2008;0;0.0069111160048;0,9925;0,0075
12;25/12/2008;100;5.55555556e-05;0;1
11;25/12/2008;95;0.0014674003929;0,1912;0,8088
10;25/12/2008;90;0.0023612544979;0,3045;0,6955
9;25/12/2008;85;0.002923403077;0,3757;0,6243
8;25/12/2008;80;0.00340180277;0,4364;0,5636
7;25/12/2008;70;0.0042799745834;0,5476;0,4524
6;25/12/2008;60;0.0051249500631;0,6547;0,3453
5;25/12/2008;50;0.0059623485671;0,7608;0,2392
4;25/12/2008;40;0.0068007185542;0,8671;0,1329
3;25/12/2008;30;0.0076446984557;0,974;0,026
2;25/12/2008;20;0.0077682336651;0,9897;0,0103
1;25/12/2008;10;0.0077706996898;0,9897;0,0103
0;25/12/2008;0;0.0077904278877;0,9925;0,0075
12;26/12/2008;100;5.55555556e-05;0;1
11;26/12/2008;95;0.001051560207;0,2012;0,7988
10;26/12/2008;90;0.0016600894929;0,3132;0,6868
9;26/12/2008;85;0.002041401663;0,3834;0,6166
8;26/12/2008;80;0.0023672403214;0,4434;0,5566
7;26/12/2008;70;0.0029674950205;0,5538;0,4462
6;26/12/2008;60;0.0035459899239;0,6603;0,3397
5;26/12/2008;50;0.0041192354406;0,7658;0,2342
4;26/12/2008;40;0.0046926740788;0,8714;0,1286
3;26/12/2008;30;0.0052692781572;0,9775;0,0225
2;26/12/2008;20;0.005335598058;0,9897;0,0103
1;26/12/2008;10;0.0053372959628;0,9897;0,0103
0;26/12/2008;0;0.0053508792018;0,9925;0,0075
12;27/12/2008;100;5.55555556e-05;0;1
11;27/12/2008;95;0.0032446888444;0,2084;0,7916
10;27/12/2008;90;0.0049950163194;0,3193;0,6807
9;27/12/2008;85;0.0060896928122;0,3887;0,6113
8;27/12/2008;80;0.0070281525182;0,4482;0,5518
7;27/12/2008;70;0.0087616081674;0,5581;0,4419
6;27/12/2008;60;0.0104342577642;0,6642;0,3358
5;27/12/2008;50;0.0120916701571;0,7692;0,2308
4;27/12/2008;40;0.0137487347205;0,8743;0,1257
3;27/12/2008;30;0.015413633702;0,9798;0,0202
2;27/12/2008;20;0.0155688694256;0,9897;0,0103
1;27/12/2008;10;0.0155737985497;0,9897;0,0103
0;27/12/2008;0;0.0156132315427;0,9925;0,0075
12;28/12/2008;100;5.55555556e-05;0;1
11;28/12/2008;95;0.0002384233133;0,2303;0,7697
10;28/12/2008;90;0.000368907919;0,3376;0,6624
9;28/12/2008;85;0.0004502815614;0,4045;0,5955
8;28/12/2008;80;0.0005208294635;0,4625;0,5375
7;28/12/2008;70;0.0006522943475;0,5706;0,4294
6;28/12/2008;60;0.0007796615737;0,6754;0,3246
5;28/12/2008;50;0.0009058818785;0,7792;0,2208
4;28/12/2008;40;0.0010318909519;0,8828;0,1172
3;28/12/2008;30;0.0011582180142;0,9867;0,0133
2;28/12/2008;20;0.0011619031198;0,9897;0,0103
1;28/12/2008;10;0.0011622831544;0,9897;0,0103
0;28/12/2008;0;0.0011653234318;0,9925;0,0075
12;29/12/2008;100;0.0001666666667;0;1
11;29/12/2008;95;5.23007866e-05;0,2319;0,7681
10;29/12/2008;90;0.0001341235275;0,339;0,661
9;29/12/2008;85;0.0001851363169;0,4057;0,5943
8;29/12/2008;80;0.0002294011767;0,4636;0,5364
7;29/12/2008;70;0.0003119427339;0,5716;0,4284
6;29/12/2008;60;0.0003919346851;0,6762;0,3238
5;29/12/2008;50;0.0004712058837;0,7799;0,2201
4;29/12/2008;40;0.0005503348392;0,8834;0,1166
3;29/12/2008;30;0.0006296496604;0,9872;0,0128
2;29/12/2008;20;0.00063157533;0,9897;0,0103
1;29/12/2008;10;0.0006318142234;0,9897;0,0103
0;29/12/2008;0;0.0006337253704;0,9925;0,0075
12;01/01/2009;100;5.55555556e-05;0;1
11;01/01/2009;95;0.0015877291973;0,2323;0,7677
10;01/01/2009;90;0.0023394961774;0,3395;0,6605
9;01/01/2009;85;0.0028075143713;0,4062;0,5938
8;01/01/2009;80;0.0032135966125;0,4641;0,5359
7;01/01/2009;70;0.0039708468885;0,572;0,428
6;01/01/2009;60;0.0047046797904;0,6766;0,3234
5;01/01/2009;50;0.0054318311531;0,7803;0,2197
4;01/01/2009;40;0.0061575884126;0,8838;0,1162
3;01/01/2009;30;0.0068849510287;0,9874;0,0126
2;01/01/2009;20;0.0069006726264;0,9897;0,0103
1;01/01/2009;10;0.0069028647134;0,9897;0,0103
0;01/01/2009;0;0.0069204014088;0,9925;0,0075
12;02/01/2009;100;5.55555556e-05;0;1
11;02/01/2009;95;0.0041670676813;0,243;0,757
10;02/01/2009;90;0.0059853264375;0,348;0,652
9;02/01/2009;85;0.0071186462726;0,4134;0,5866
8;02/01/2009;80;0.0081084337469;0,4706;0,5294
7;02/01/2009;70;0.0099629286104;0,5777;0,4223
6;02/01/2009;60;0.01176397413;0,6817;0,3183
5;02/01/2009;50;0.0135489372527;0,7847;0,2153
4;02/01/2009;40;0.015329430554;0,8875;0,1125
3;02/01/2009;30;0.0170918090085;0,9893;0,0107
2;02/01/2009;20;0.0170987675501;0,9897;0,0103
1;02/01/2009;10;0.0171041797491;0,9897;0,0103
0;02/01/2009;0;0.0171474773411;0,9925;0,0075
12;03/01/2009;100;5.55555556e-05;0;1
11;03/01/2009;95;-0.0006281477401;0,2711;0,7289
10;03/01/2009;90;-0.0008416519344;0,3697;0,6303
9;03/01/2009;85;-0.000975785627;0,4317;0,5683
8;03/01/2009;80;-0.0010952026883;0,4869;0,5131
7;03/01/2009;70;-0.0013219309095;0,5917;0,4083
6;03/01/2009;60;-0.0015434597239;0,6941;0,3059
5;03/01/2009;50;-0.0017631647088;0,7956;0,2044
4;03/01/2009;40;-0.0019820341774;0,8968;0,1032
3;03/01/2009;30;-0.0021822054381;0,9893;0,0107
2;03/01/2009;20;-0.0021830747905;0,9897;0,0103
1;03/01/2009;10;-0.0021837509534;0,9897;0,0103
0;03/01/2009;0;-0.0021891602572;0,9925;0,0075
12;04/01/2009;100;5.55555556e-05;0;1
11;04/01/2009;95;0.0037956458371;0,2668;0,7332
10;04/01/2009;90;0.0052315817625;0,3667;0,6333
9;04/01/2009;85;0.0061310243881;0,4292;0,5708
8;04/01/2009;80;0.0069290828507;0,4847;0,5153
7;04/01/2009;70;0.0084410004683;0,5898;0,4102
6;04/01/2009;60;0.0099167607677;0,6924;0,3076
5;04/01/2009;50;0.0113801064088;0,7942;0,2058
4;04/01/2009;40;0.0128380603152;0,8956;0,1044
3;04/01/2009;30;0.0141857587984;0,9893;0,0107
2;04/01/2009;20;0.0141915370849;0,9897;0,0103
1;04/01/2009;10;0.0141960313078;0,9897;0,0103
0;04/01/2009;0;0.0142319850905;0,9925;0,0075
12;05/01/2009;100;0.0001666666667;0;1
11;05/01/2009;95;-0.000596141477;0,2923;0,7077
10;05/01/2009;90;-0.0007465271662;0,3856;0,6144
9;05/01/2009;85;-0.0008421117911;0,4449;0,5551
